config,algo,n,m,threads,median_ms,min_ms,load_ms,kernel_ms,speedup_vs_1t,efficiency,checksum_ok,error
default,cc,1000000,1000000,1,1145.2582619999703,1133.3014849999472,140.47288099993693,1004.7853810000333,1.0,1.0,True,
default,cc,1000000,1000000,2,969.778210999948,967.6925369999481,120.21064600003228,849.5675649999157,1.1827021444729156,0.5913510722364578,True,
default,cc,1000000,1000000,4,815.7425040000135,808.3361489999561,87.57581100007883,728.1666929999346,1.379883741812568,0.344970935453142,True,
default,cc,1000000,1000000,6,770.1524269999709,763.2322599999952,89.71424600008504,680.4381809998858,1.4766740154462348,0.2461123359077058,True,
default,cc,1000000,1000000,8,739.9276200000031,720.4763830000047,66.1042220000354,673.8233979999677,1.4911702146028498,0.18639627682535623,True,
default,cc,1000000,1000000,10,739.842860000067,723.7428029999364,67.11951099998714,672.7233490000799,1.49360860224864,0.149360860224864,True,
default,cc,1000000,1000000,12,734.0479709999954,732.9384169999003,71.32159200000388,662.7263789999915,1.5161391078414372,0.1263449256534531,True,
default,kcore,1000000,1000000,1,440.80924899992624,420.83449599999767,140.47288099993693,300.3363679999893,1.0,1.0,True,
default,kcore,1000000,1000000,2,385.641813999996,379.60143599991625,120.21064600003228,265.4311679999637,1.1315037727597628,0.5657518863798814,True,
default,kcore,1000000,1000000,4,369.25465500007704,362.3119439999982,87.57581100007883,281.6788439999982,1.0662368665500175,0.26655921663750437,True,
default,kcore,1000000,1000000,6,320.98832799999855,318.85131000001365,89.71424600008504,231.2740819999135,1.2986166257925158,0.21643610429875262,True,
default,kcore,1000000,1000000,8,316.6305540000849,307.7161319999959,66.1042220000354,250.52633200004948,1.1988215594037037,0.14985269492546296,True,
default,kcore,1000000,1000000,10,312.4318200000289,300.3559830000313,67.11951099998714,245.31230900004175,1.2243020712015644,0.12243020712015644,True,
default,kcore,1000000,1000000,12,313.9283190000697,304.51571100002184,71.32159200000388,242.6067270000658,1.2379556482780787,0.10316297068983989,True,
default,bfs_parent,1000000,1000000,1,323.7433729999566,297.34982299999047,140.47288099993693,183.27049200001966,1.0,1.0,True,
default,bfs_parent,1000000,1000000,2,235.48746699998446,229.03731700000662,120.21064600003228,115.27682099995218,1.5898295113472611,0.7949147556736306,True,
default,bfs_parent,1000000,1000000,4,167.46063599998706,165.70708999995531,87.57581100007883,79.88482499990823,2.2941840581140434,0.5735460145285108,True,
default,bfs_parent,1000000,1000000,6,166.46509499992135,160.43122500002482,89.71424600008504,76.75084899983631,2.3878627323120627,0.39797712205201047,True,
default,bfs_parent,1000000,1000000,8,130.7541170000377,128.7153619999799,66.1042220000354,64.64989500000229,2.8348149985396445,0.35435187481745556,True,
default,bfs_parent,1000000,1000000,10,130.19782599997143,124.6939499999371,67.11951099998714,63.078314999984286,2.9054436853626373,0.29054436853626375,True,
default,bfs_parent,1000000,1000000,12,144.1572429999951,140.22052600000734,71.32159200000388,72.83565099999123,2.516219591420165,0.2096849659516804,True,
default,pagerank,1000000,1000000,1,582.6212370000121,546.2289289999944,140.47288099993693,442.1483560000752,1.0,1.0,True,
default,pagerank,1000000,1000000,2,420.9820309999941,418.0932550000307,120.21064600003228,300.7713849999618,1.4700479435573013,0.7350239717786506,True,
default,pagerank,1000000,1000000,4,334.61042299995825,325.36471800005984,87.57581100007883,247.03461199987942,1.7898235086194765,0.4474558771548691,True,
default,pagerank,1000000,1000000,6,355.22890899994763,322.61668300009205,89.71424600008504,265.5146629998626,1.6652502389305106,0.2775417064884184,True,
default,pagerank,1000000,1000000,8,313.20944499998404,307.40315200000623,66.1042220000354,247.10522299994864,1.789312061607727,0.22366400770096587,True,
default,pagerank,1000000,1000000,10,320.4266440000083,314.81122399998185,67.11951099998714,253.30713300002117,1.7455029819473669,0.1745502981947367,True,
default,pagerank,1000000,1000000,12,347.3966640000299,346.41081099994153,71.32159200000388,276.075072000026,1.6015511751819214,0.13346259793182677,True,
default,sssp,1000000,1000000,1,755.7034349999867,754.5725360000688,179.4980189999933,576.2054159999934,1.0,1.0,True,
default,sssp,1000000,1000000,2,656.7175379999526,650.3566500000488,147.70472899999731,509.01280899995527,1.1320057291525725,0.5660028645762862,True,
default,sssp,1000000,1000000,4,515.6467139998995,511.55839199998354,90.03009800005657,425.6166159998429,1.3538132543213635,0.33845331358034086,True,
default,sssp,1000000,1000000,6,495.1012980000087,493.1299660000832,101.88847400002032,393.21282399998836,1.4653779857393727,0.24422966428989545,True,
default,sssp,1000000,1000000,8,463.4290010000086,459.7411539999712,79.49391099998593,383.9350900000227,1.5007886254938547,0.18759857818673184,True,
default,sssp,1000000,1000000,10,464.17483600009746,451.2523590000228,77.75183700005073,386.42299900004673,1.4911260910739004,0.14911260910739005,True,
