algo,n,m,threads,on_ms,on_min_ms,off_ms,off_min_ms,load_on_ms,load_off_ms,on_kernel_ms,off_kernel_ms,speedup_kernel,speedup_e2e,checksum_ok,error
cc,125000,125000,12,99.23813000000337,92.07155599995076,106.82745799999793,101.72077400000035,23.671587000080763,25.88128100001086,75.5665429999226,80.94617699998707,1.07119068554016,1.076475927146091,True,
cc,250000,250000,12,171.961630999931,169.33057900007498,239.06346100000064,238.36789199992836,28.549268000006123,40.495202999977664,143.41236299992488,198.56825800002298,1.384596514877361,1.3902139658125048,True,
cc,500000,500000,12,336.8269430000055,336.3143219999074,426.4980899999955,418.50621200001115,45.714733999943746,74.07549599997765,291.11220900006174,352.42259400001785,1.2106073984686196,1.26622320115285,True,
cc,1000000,1000000,12,723.6309429999892,716.1244100000204,1115.9570109999777,1104.4553250000035,71.32159200000388,140.47288099993693,652.3093509999853,975.4841300000408,1.495431774057249,1.5421632004478758,True,
kcore,125000,125000,12,66.83756899997206,61.832502000015666,42.98716100004185,42.85312600006819,23.671587000080763,25.88128100001086,43.1659819998913,17.105880000030993,0.39628149777929456,0.6431586552775403,True,
kcore,250000,250000,12,100.7758499999909,98.13851500007331,75.88028899999699,75.67413899994335,28.549268000006123,40.495202999977664,72.22658199998477,35.38508600001933,0.4899177701642698,0.7529610417575624,True,
kcore,500000,500000,12,182.337050000001,176.08338599995932,154.5542439999963,154.45011299993894,45.714733999943746,74.07549599997765,136.62231600005725,80.47874800001864,0.589060047847417,0.8476293984135174,True,
kcore,1000000,1000000,12,339.0745969999216,336.7719930000703,306.5007429999014,294.1497929999741,71.32159200000388,140.47288099993693,267.7530049999177,166.02786199996444,0.6200784263841053,0.9039330746442567,True,
bfs_parent,125000,125000,12,35.86992500004271,31.78052300006584,40.50160799999958,39.95744700000614,23.671587000080763,25.88128100001086,12.19833799996195,14.62032699998872,1.1985507369966568,1.1291244127204434,True,
bfs_parent,250000,250000,12,40.1224770000681,39.25804100003916,46.26882399998067,46.12550700005613,28.549268000006123,40.495202999977664,11.57320900006198,5.773621000003004,0.4988781417472098,1.1531896198707308,True,
bfs_parent,500000,500000,12,80.5253429999766,71.11035299999457,155.66026700003022,153.80421999998362,45.714733999943746,74.07549599997765,34.810609000032855,81.58477100005257,2.343675486975122,1.9330593475407543,True,
bfs_parent,1000000,1000000,12,148.4478270000409,142.77296399995976,367.96567299995786,367.47659299999214,71.32159200000388,140.47288099993693,77.12623500003701,227.49279200002093,2.949616197392648,2.478754188836031,True,
pagerank,125000,125000,12,55.06090699998367,53.65928699995948,195.39706000000479,194.32054599997173,23.671587000080763,25.88128100001086,31.38931999990291,169.51577899999393,5.400428521564604,3.54874393914475,True,
pagerank,250000,250000,12,85.73006200003874,83.6656789999779,378.1589669999903,370.1423649999924,28.549268000006123,40.495202999977664,57.18079400003262,337.66376400001263,5.905195440270032,4.411042733175901,True,
pagerank,500000,500000,12,151.46435799999836,148.32836199991561,760.6338089999554,754.7007999999096,45.714733999943746,74.07549599997765,105.74962400005461,686.5583129999777,6.49230027522011,5.021866655916263,True,
pagerank,1000000,1000000,12,336.25733999997465,332.21116699996855,1900.6717280000203,1832.4621610000804,71.32159200000388,140.47288099993693,264.9357479999708,1760.1988470000833,6.643870675392124,5.652431937991788,True,
sssp,125000,125000,12,76.89226000002236,71.45935800008374,110.85713099998884,110.21225399997547,26.53967499998089,30.614106000030006,50.35258500004147,80.24302499995883,1.593622750448517,1.4417202849800046,True,
sssp,250000,250000,12,120.576777999986,119.81579299992973,210.36804599998504,207.5316699999803,28.61555300000873,52.947267000035936,91.96122499997728,157.4207789999491,1.7118168989156899,1.7446812685607627,True,
