algo,n,m,threads,on_ms,on_min_ms,off_ms,off_min_ms,load_on_ms,load_off_ms,on_kernel_ms,off_kernel_ms,speedup_kernel,speedup_e2e,checksum_ok,error
sssp,500000,500000,12,219.42466500001956,219.18921499991484,441.6414080000095,428.6333290000357,57.646868999995604,90.2079390000381,161.77779600002395,351.4334689999714,2.172322022485208,2.0127245403335587,True,
sssp,1000000,1000000,12,469.03494799994405,466.2367029999359,1068.5849899999766,1018.1964429999653,83.21870099996431,179.4980189999933,385.81624699997974,889.0869709999834,2.3044311324712825,2.2782630474693413,True,
pagerank_dataidx,125000,125000,12,56.28193200004716,55.18453399997725,192.828521000024,190.41493099996387,23.671587000080763,25.88128100001086,32.6103449999664,166.94724000001315,5.119456417900061,3.4261176570815377,True,
pagerank_dataidx,250000,250000,12,93.28883700004553,90.42085700002644,389.7490930000913,386.3881309999897,28.549268000006123,40.495202999977664,64.73956900003941,349.25389000011364,5.3947515467688865,4.177874926234755,True,
pagerank_dataidx,500000,500000,12,163.88010600007874,161.61641700000473,783.495670000093,780.0436370000625,45.714733999943746,74.07549599997765,118.165372000135,709.4201740001154,6.003621551661555,4.780907757038652,True,
pagerank_dataidx,1000000,1000000,12,370.8060879999948,364.31375500001195,1846.6146360000266,1835.1558640000576,71.32159200000388,140.47288099993693,299.48449599999094,1706.1417550000897,5.6969284814000565,4.980000856944001,True,
bfs_set,125000,125000,12,60.25461600006565,59.73150899990287,45.649154999978236,43.73590400007288,23.671587000080763,25.88128100001086,36.58302899998489,19.767873999967378,0.5403564040576176,0.757604280474188,True,
bfs_set,250000,250000,12,70.52895999993325,63.32744799999546,45.07949399999234,44.643679999921915,28.549268000006123,40.495202999977664,41.97969199992713,4.584291000014673,0.10920258776607106,0.6391628913858223,True,
bfs_set,500000,500000,12,170.66102699993735,160.05534999999327,164.77847299995574,159.4420290000471,45.714733999943746,74.07549599997765,124.9462929999936,90.70297699997809,0.7259357186369886,0.9655307711233698,True,
bfs_set,1000000,1000000,12,305.71165399999245,300.2453980000155,339.4775880000225,331.858314000101,71.32159200000388,140.47288099993693,234.39006199998857,199.00470700008555,0.849032187209777,1.1104502676238535,True,
