algo,n,m,threads,on_ms,on_min_ms,off_ms,off_min_ms,load_on_ms,load_off_ms,on_kernel_ms,off_kernel_ms,speedup_kernel,speedup_e2e,checksum_ok,error
pagerank,500000,500000,12,296.77228799982913,291.94594699993104,877.9444460001287,748.8531770000009,40.44118599995272,71.84229500035144,256.3311019998764,806.1021509997772,3.144769186066878,2.9583100629686627,True,
pagerank,1000000,1000000,12,859.4272719997207,848.9637919997222,2030.5218980001882,1978.2537549999688,68.73932300004526,140.19434900001215,790.6879489996754,1890.327549000176,2.3907377763777604,2.362645408349164,True,
sssp,125000,125000,12,104.16910000003554,103.22070500023983,112.74896100030674,112.73798399997759,24.27310800021587,29.061441000067134,79.89599199981967,83.6875200002396,1.0474557972874095,1.0823647415622124,True,
sssp,250000,250000,12,202.76392799996756,197.1917780001604,207.89646999992328,207.0670359998985,32.17905800011067,47.79463999966538,170.5848699998569,160.1018300002579,0.9385464842244932,1.02531289490484,True,
sssp,500000,500000,12,450.49958399977186,441.8172180003239,450.6481389998953,449.0782269999727,52.66775400014012,92.73938399974213,397.83182999963174,357.9087550001532,0.8996483639845623,1.0003297561316362,True,
sssp,1000000,1000000,12,1010.891263999838,992.7361149998433,1035.1956600002268,1034.7209489996203,84.36351900036243,161.5232730000571,926.5277449994755,873.6723870001697,0.9429532917016579,1.0240425423247033,True,
pagerank_dataidx,125000,125000,12,91.3472960000945,89.38441300006161,191.86515699993834,191.54274699985763,23.23008499979551,28.348436999749538,68.117211000299,163.5167200001888,2.4005198920941004,2.1003922984183334,True,
pagerank_dataidx,250000,250000,12,171.21571899997434,168.97771999992983,385.2330469999288,378.50742600039666,28.743616999690857,41.18738199986183,142.47210200028348,344.04566500006695,2.4148283079264345,2.2499864454617424,True,
pagerank_dataidx,500000,500000,12,322.3299359997327,310.9827320004115,762.8979649998655,751.91450300008,40.44118599995272,71.84229500035144,281.88874999978,691.0556699995141,2.4515191542764776,2.3668231826922157,True,
pagerank_dataidx,1000000,1000000,12,757.5814790002369,740.420076999726,1677.721424000083,1670.2178989999084,68.73932300004526,140.19434900001215,688.8421560001916,1537.527075000071,2.232045558779134,2.214575554584748,True,
bfs_set,125000,125000,12,68.1169439999394,67.48102899973674,44.58966100037287,43.273382000279526,23.23008499979551,28.348436999749538,44.886859000143886,16.241224000623333,0.3618258074277657,0.6546045430401655,True,
bfs_set,250000,250000,12,67.59198400004607,65.11820700006865,43.143659999714146,42.57203600036519,28.743616999690857,41.18738199986183,38.84836700035521,1.9562779998523183,0.05035676273945906,0.6382955114867577,True,
bfs_set,500000,500000,12,210.67571399998997,209.45232800022495,158.3453430002919,157.3639909997837,40.44118599995272,71.84229500035144,170.23452800003724,86.50304799994046,0.508140440227975,0.7516070077270485,True,
bfs_set,1000000,1000000,12,393.4749909999482,390.661431999888,317.50386800013075,310.7804810001653,68.73932300004526,140.19434900001215,324.73566799990294,177.3095190001186,0.5460118381580787,0.8069226132854084,True,
