algo,n,m,threads,on_ms,on_min_ms,off_ms,off_min_ms,load_on_ms,load_off_ms,on_kernel_ms,off_kernel_ms,speedup_kernel,speedup_e2e,checksum_ok,error
cc,125000,125000,12,123.68725600026664,119.01733700005934,110.40424500015433,109.93282999970688,23.23008499979551,28.348436999749538,100.45717100047113,82.0558080004048,0.816823798472485,0.8926080872868287,True,
cc,250000,250000,12,256.06016399979126,252.13021899980959,261.1189710000872,259.34067700018204,28.743616999690857,41.18738199986183,227.3165470001004,219.93158900022536,0.9675124486213853,1.0197563218006065,True,
cc,500000,500000,12,515.9629089998816,508.13695499982714,492.8164589996413,491.9626099999732,40.44118599995272,71.84229500035144,475.5217229999289,420.9741639992899,0.885289028108928,0.9551393140931268,True,
cc,1000000,1000000,12,1017.633767999996,1003.2925669997894,1019.2485309999029,1001.918318999742,68.73932300004526,140.19434900001215,948.8944449999508,879.0541819998907,0.9263982802638667,1.0015867820533122,True,
kcore,125000,125000,12,82.0639039998241,79.5014249997621,39.4188939999367,38.897510999959195,23.23008499979551,28.348436999749538,58.8338190000286,11.070457000187162,0.18816485464222168,0.48034387932630146,True,
kcore,250000,250000,12,136.46020399983172,134.20071699965774,71.06444700002612,69.45085300003484,28.743616999690857,41.18738199986183,107.71658700014086,29.877065000164293,0.27736735661820794,0.5207704877834841,True,
kcore,500000,500000,12,269.01953400010825,251.58710999994582,139.2732280000928,139.17772300010256,40.44118599995272,71.84229500035144,228.57834800015553,67.43093299974134,0.29500140144374243,0.5177067476447147,True,
kcore,1000000,1000000,12,583.4300080000503,546.0402480002813,287.0792099997743,277.20911200003684,68.73932300004526,140.19434900001215,514.690685000005,146.88486099976217,0.28538472772197293,0.4920542414056796,True,
bfs_parent,125000,125000,12,33.216689999790106,32.04910100021152,39.3134949999876,39.30683900034637,23.23008499979551,28.348436999749538,9.986604999994597,10.96505800023806,1.0979765395991923,1.1835464340437298,True,
bfs_parent,250000,250000,12,40.153127999928984,39.57894699988174,43.67802699971435,43.63820799972018,28.743616999690857,41.18738199986183,11.409511000238126,2.4906449998525204,0.21829550800209918,1.0877864110559854,True,
bfs_parent,500000,500000,12,79.03456899975936,78.77227400012998,146.6863820000981,146.2225430000217,40.44118599995272,71.84229500035144,38.593382999806636,74.84408699974665,1.9392984284410009,1.855977502712069,True,
bfs_parent,1000000,1000000,12,141.3393749999159,133.44887599987487,370.1626940001006,340.3249000002688,68.73932300004526,140.19434900001215,72.60005199987063,229.96834500008845,3.1676057890495484,2.6189637105747843,True,
pagerank,125000,125000,12,90.0613050002903,88.01421099997242,186.1033570003201,183.4131420000631,23.23008499979551,28.348436999749538,66.8312200004948,157.75492000057056,2.360497384297378,2.066407509859203,True,
pagerank,250000,250000,12,161.52694099992004,161.33987500006697,361.6881220000323,360.82957300004637,28.743616999690857,41.18738199986183,132.7833240002292,320.5007400001705,2.4137122821207373,2.23918140070647,True,
