config,algo,n,m,threads,median_ms,min_ms,load_ms,kernel_ms,speedup_vs_1t,efficiency,checksum_ok,error
default,cc,1000000,1000000,1,1050.2702219999946,1034.156558999996,130.29380699998683,919.9764150000078,1.0,1.0,True,
default,cc,1000000,1000000,2,903.4858530000065,840.2274119999902,111.71509400000446,791.770759000002,1.161922696112102,0.580961348056051,True,
default,cc,1000000,1000000,4,733.3153490000086,708.8352320000126,82.93924700001298,650.3761019999956,1.4145298576792018,0.35363246441980045,True,
default,cc,1000000,1000000,6,700.1194100000134,675.1285519999897,89.16442200001029,610.9549880000031,1.5058006450059511,0.2509667741676585,True,
default,cc,1000000,1000000,8,665.6703579999999,629.6205310000005,62.85761700002013,602.8127409999797,1.5261396324734264,0.1907674540591783,True,
default,cc,1000000,1000000,10,664.3510540000079,629.5065729999578,63.6168130000101,600.7342409999978,1.5314199727796292,0.1531419972779629,True,
default,cc,1000000,1000000,12,671.9548599999712,670.8180749999997,68.12768000000347,603.8271799999677,1.5235756942906362,0.12696464119088635,True,
default,kcore,1000000,1000000,1,429.9987109999961,419.0542260000143,130.29380699998683,299.70490400000926,1.0,1.0,True,
default,kcore,1000000,1000000,2,416.6300210000031,411.366489000045,111.71509400000446,304.91492699999867,0.9829131913899728,0.4914565956949864,True,
default,kcore,1000000,1000000,4,382.5395089999688,365.25308099999165,82.93924700001298,299.6002619999558,1.000349272057891,0.25008731801447276,True,
default,kcore,1000000,1000000,6,410.8661249999841,409.6514609999531,89.16442200001029,321.7017029999738,0.9316236165527345,0.1552706027587891,True,
default,kcore,1000000,1000000,8,423.3386729999893,413.2990129999712,62.85761700002013,360.48105599996916,0.8314026465791171,0.10392533082238964,True,
default,kcore,1000000,1000000,10,431.8202839999685,416.53249199998754,63.6168130000101,368.2034709999584,0.8139654500976801,0.081396545009768,True,
default,kcore,1000000,1000000,12,489.19888599999695,483.83984800000235,68.12768000000347,421.0712059999935,0.7117677478996602,0.05931397899163835,True,
default,bfs_parent,1000000,1000000,1,317.2588990000236,313.0286159999969,130.29380699998683,186.96509200003675,1.0,1.0,True,
default,bfs_parent,1000000,1000000,2,232.3811159999991,229.40426599996044,111.71509400000446,120.66602199999465,1.5494427420508239,0.7747213710254119,True,
default,bfs_parent,1000000,1000000,4,171.7608479999626,167.78283299998975,82.93924700001298,88.82160099994962,2.1049507090076296,0.5262376772519074,True,
default,bfs_parent,1000000,1000000,6,161.38807400000132,161.19226199998593,89.16442200001029,72.22365199999103,2.5886961794740033,0.43144936324566724,True,
default,bfs_parent,1000000,1000000,8,134.71310599999242,131.7586690000212,62.85761700002013,71.8554889999723,2.601959775127393,0.3252449718909241,True,
default,bfs_parent,1000000,1000000,10,136.5886920000321,131.04437999999163,63.6168130000101,72.971879000022,2.5621526341672025,0.25621526341672024,True,
default,bfs_parent,1000000,1000000,12,144.59998500001348,140.14619699997866,68.12768000000347,76.47230500001001,2.4448732387497967,0.20373943656248306,True,
default,pagerank,1000000,1000000,1,512.8943209999761,508.9763180000091,130.29380699998683,382.6005139999893,1.0,1.0,True,
default,pagerank,1000000,1000000,2,407.6978819999795,405.76403599999367,111.71509400000446,295.982787999975,1.2926444695832164,0.6463222347916082,True,
default,pagerank,1000000,1000000,4,387.58311899999853,382.40576499998724,82.93924700001298,304.64387199998555,1.2558943381602221,0.31397358454005553,True,
default,pagerank,1000000,1000000,6,379.6030320000341,370.6780800000047,89.16442200001029,290.4386100000238,1.317319739272812,0.219553289878802,True,
default,pagerank,1000000,1000000,8,401.3581710000267,366.9910849999951,62.85761700002013,338.50055400000656,1.1302803185367367,0.1412850398170921,True,
default,pagerank,1000000,1000000,10,433.38054700001294,423.28120099995203,63.6168130000101,369.76373400000284,1.0347161682437638,0.10347161682437638,True,
default,pagerank,1000000,1000000,12,475.8079819999921,467.7095669999858,68.12768000000347,407.6803019999886,0.9384817272824724,0.07820681060687269,True,
default,sssp,1000000,1000000,1,731.6788709999855,697.1154519999914,161.24473700000408,570.4341339999814,1.0,1.0,True,
