graph,n_vertices,m_undirected,operation,layout,predicted_ns,measured_kernel_ns,measured_iqr_ns,kernel_cv,predicted_best,measured_best,verdict
bio-grid-yeast,6008,156945,Insert,CSR,2227138.6,2163883,0,,PCSR,PCSR,MATCH
bio-grid-yeast,6008,156945,Insert,PCSR,3581.8,722702,0,,PCSR,PCSR,
bio-grid-yeast,6008,156945,Insert,BCSR,3298436.6,3151008,0,,PCSR,PCSR,
bio-grid-yeast,6008,156945,Insert,SET,2904163.4,8171000,0,,PCSR,PCSR,
bio-grid-yeast,6008,156945,Traverse,CSR,138818.4,1237336,0,,CSR,PCSR,MISMATCH
bio-grid-yeast,6008,156945,Traverse,PCSR,159726.3,1097320,0,,CSR,PCSR,
bio-grid-yeast,6008,156945,Traverse,BCSR,3031069.6,4555944,0,,CSR,PCSR,
bio-grid-yeast,6008,156945,Traverse,SET,1724538432.4,3400256657,0,,CSR,PCSR,
copresence-InVS15,1871,1283194,Insert,CSR,10332290.6,21002978,0,,PCSR,PCSR,MATCH
copresence-InVS15,1871,1283194,Insert,PCSR,22721.8,5923161,0,,PCSR,PCSR,
copresence-InVS15,1871,1283194,Insert,BCSR,6499799.3,46730726,0,,PCSR,PCSR,
copresence-InVS15,1871,1283194,Insert,SET,23707149.9,27328024,0,,PCSR,PCSR,
copresence-InVS15,1871,1283194,Traverse,CSR,221200.1,4369913,0,,CSR,CSR,MATCH
copresence-InVS15,1871,1283194,Traverse,PCSR,407851.1,5240683,0,,CSR,CSR,
copresence-InVS15,1871,1283194,Traverse,BCSR,23852079.8,34957662,0,,CSR,CSR,
copresence-InVS15,1871,1283194,Traverse,SET,4390721039.6,27036597463,0,,CSR,CSR,
fb-pages-company,14113,52126,Insert,CSR,1584730.6,1194952,0,,PCSR,PCSR,MATCH
fb-pages-company,14113,52126,Insert,PCSR,2885.8,355824,0,,PCSR,PCSR,
fb-pages-company,14113,52126,Insert,BCSR,1765466.6,2236814,0,,PCSR,PCSR,
fb-pages-company,14113,52126,Insert,SET,967154.3,2216829,0,,PCSR,PCSR,
fb-pages-company,14113,52126,Traverse,CSR,276976.1,706200,0,,CSR,CSR,MATCH
fb-pages-company,14113,52126,Traverse,PCSR,293347.2,845999,0,,CSR,CSR,
fb-pages-company,14113,52126,Traverse,BCSR,1242869.8,2482211,0,,CSR,CSR,
fb-pages-company,14113,52126,Traverse,SET,1345633261.0,2102910987,0,,CSR,CSR,
ia-dbpedia,365493,780132,Insert,CSR,11957798.6,26254186,0,,PCSR,PCSR,MATCH
ia-dbpedia,365493,780132,Insert,PCSR,2885.8,4022257,0,,PCSR,PCSR,
ia-dbpedia,365493,780132,Insert,BCSR,12359362.3,20327416,0,,PCSR,PCSR,
ia-dbpedia,365493,780132,Insert,SET,14418226.6,45053851,0,,PCSR,PCSR,
ia-dbpedia,365493,780132,Traverse,CSR,7173019.4,12840674,0,,CSR,CSR,MATCH
ia-dbpedia,365493,780132,Traverse,PCSR,7173019.4,13996376,0,,CSR,CSR,
ia-dbpedia,365493,780132,Traverse,BCSR,21588063.3,36411374,0,,CSR,CSR,
ia-dbpedia,365493,780132,Traverse,SET,521457586394.5,,,,CSR,CSR,
inf-roadNet-PA,1087563,1541514,Insert,CSR,27947702.6,99254732,0,,PCSR,PCSR,MATCH
inf-roadNet-PA,1087563,1541514,Insert,PCSR,2885.8,8781811,0,,PCSR,PCSR,
inf-roadNet-PA,1087563,1541514,Insert,BCSR,23480017.4,112648202,0,,PCSR,PCSR,
inf-roadNet-PA,1087563,1541514,Insert,SET,28484990.6,82641188,0,,PCSR,PCSR,
inf-roadNet-PA,1087563,1541514,Traverse,CSR,21344076.4,31218783,0,,CSR,CSR,MATCH
inf-roadNet-PA,1087563,1541514,Traverse,PCSR,21344076.4,38135910,0,,CSR,CSR,
inf-roadNet-PA,1087563,1541514,Traverse,BCSR,49098684.2,96880173,0,,CSR,CSR,
inf-roadNet-PA,1087563,1541514,Traverse,SET,3065992191380.5,,,,CSR,CSR,
