tag,N,D,H,layout,actual_ms,dp_predicted_total_ns,dp_predicted_total_ms,dp_forced,num_dp_regions,dp_regions,profile_regions,predicted_op_total_ns,predicted_total_ns,predicted_conversion_ns,measured_traverse_ms,measured_insert_ms,pure_kernel_traverse_ms,pure_kernel_insert_ms,pure_kernel_total_ms,total_conversions,total_conversion_ns,ensure_layout_events,est_n,error
N5000_D2_H10,5000,2,10,DP,10.0,773421.4,0.7734214,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 660820.0, ""predicted_ms"": 0.66082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 112601.4, ""predicted_ms"": 0.1126014}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 660820.0, ""measured_ns"": 8038234.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 112601.443, ""measured_ns"": 189700.0}]",773421.4,663060.6,-110360.9,,,3.651361,0.18854,3.839901,0,0.0,[],5.0,
N5000_D2_H100,5000,2,100,CSR,70.0,7734214.0,7.734214,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 6608200.0, ""predicted_ms"": 6.6082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1126014.0, ""predicted_ms"": 1.126014}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 6608200.0, ""measured_ns"": 68143762.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 1126014.43, ""measured_ns"": 1211741.0}]",7734214.0,7734214.0,0.0,,,31.8215,1.206056,33.027556,0,0.0,[],5.0,
N5000_D2_H100,5000,2,100,PCSR,110.0,6609617.52,6.60961752,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 6608200.0, ""predicted_ms"": 6.6082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1417.52, ""predicted_ms"": 0.00141752}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 6608200.0, ""measured_ns"": 107714428.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 1417.52, ""measured_ns"": 18984.0}]",6609618.0,6611716.0,2098.813,,,54.283045,0.013266,54.296311,1,316585.0,"[{""graph"": ""0x185d8900"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D2_H100,5000,2,100,DP,70.0,7734214.0,7.734214,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 6608200.0, ""predicted_ms"": 6.6082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1126014.0, ""predicted_ms"": 1.126014}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 6608200.0, ""measured_ns"": 70377405.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 1126014.43, ""measured_ns"": 1162733.0}]",7734214.0,6611716.0,-1122498.0,,,32.821524,1.157395,33.978919,0,0.0,[],5.0,
N5000_D16_H10,5000,16,10,CSR,20.0,866034.3,0.8660343,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 708760.0, ""predicted_ms"": 0.70876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 157274.3, ""predicted_ms"": 0.1572743}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 708760.0, ""measured_ns"": 12394381.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 157274.29, ""measured_ns"": 479531.0}]",866034.3,866034.3,0.0,,,5.48633,0.467655,5.953985,0,0.0,[],5.0,
N5000_D16_H10,5000,16,10,PCSR,20.0,756851.34,0.75685134,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 756700.0, ""predicted_ms"": 0.7567}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 151.34, ""predicted_ms"": 0.00015134}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 756700.0, ""measured_ns"": 13094200.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 151.34, ""measured_ns"": 3759.0}]",756851.3,765242.8,8391.418,,,7.540576,0.002637,7.543213,1,830242.0,"[{""graph"": ""0x1bad9240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D16_H10,5000,16,10,DP,20.0,708911.34,0.70891134,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 708760.0, ""predicted_ms"": 0.70876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 151.34, ""predicted_ms"": 0.00015134}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 708760.0, ""measured_ns"": 13732544.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 151.34, ""measured_ns"": 4420.0}]",708911.3,717302.8,8391.418,,,6.525049,0.003081,6.52813,1,1003902.0,"[{""graph"": ""0x2766e240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D16_H100,5000,16,100,CSR,160.0,8660343.0,8.660343,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 7087600.0, ""predicted_ms"": 7.0876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1572743.0, ""predicted_ms"": 1.572743}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 7087600.0, ""measured_ns"": 143200866.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 1572742.9, ""measured_ns"": 4721183.0}]",8660343.0,8660343.0,0.0,,,66.492184,4.712785,71.204969,0,0.0,[],5.0,
N5000_D16_H100,5000,16,100,PCSR,150.0,7568513.4,7.5685134000000005,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 7567000.0, ""predicted_ms"": 7.567}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1513.4, ""predicted_ms"": 0.0015134}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 7567000.0, ""measured_ns"": 143825395.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 1513.4, ""measured_ns"": 20992.0}]",7568513.0,7576905.0,8391.418,,,81.210674,0.016236,81.22691,1,1008668.0,"[{""graph"": ""0x1d4db240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D16_H100,5000,16,100,DP,100.0,7089113.4,7.0891134000000005,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 7087600.0, ""predicted_ms"": 7.0876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1513.4, ""predicted_ms"": 0.0015134}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 7087600.0, ""measured_ns"": 92852098.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 1513.4, ""measured_ns"": 18224.0}]",7089113.0,7097505.0,8391.418,,,41.003718,0.013633,41.017351,1,679745.0,"[{""graph"": ""0x14b1b240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D64_H10,5000,64,10,CSR,40.0,1163119.3,1.1631193,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 852580.0, ""predicted_ms"": 0.85258}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 310539.3, ""predicted_ms"": 0.3105393}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 852580.0, ""measured_ns"": 18100153.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 310539.304, ""measured_ns"": 1599357.0}]",1163119.0,1163119.0,0.0,,,6.795023,1.598417,8.39344,0,0.0,[],5.0,
N5000_D64_H10,5000,64,10,PCSR,60.0,1044548.868,1.044548868,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 1044340.0, ""predicted_ms"": 1.04434}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 208.868, ""predicted_ms"": 0.000208868}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 1044340.0, ""measured_ns"": 31045705.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 208.868, ""measured_ns"": 4579.0}]",1044549.0,1074513.0,29964.42,,,18.180828,0.003834,18.184662,1,3036875.0,"[{""graph"": ""0x7f10240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D64_H10,5000,64,10,DP,40.0,852788.868,0.852788868,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 852580.0, ""predicted_ms"": 0.85258}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 208.868, ""predicted_ms"": 0.000208868}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 852580.0, ""measured_ns"": 19840276.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 208.868, ""measured_ns"": 4985.0}]",852788.9,882753.3,29964.42,,,7.964247,0.003899,7.968146,1,2437377.0,"[{""graph"": ""0x27a02240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D64_H100,5000,64,100,CSR,220.0,11631193.0,11.631193,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 8525800.0, ""predicted_ms"": 8.5258}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 3105393.0, ""predicted_ms"": 3.105393}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 8525800.0, ""measured_ns"": 174852380.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 3105393.04, ""measured_ns"": 25481622.0}]",11631190.0,11631190.0,0.0,,,67.792007,25.468775,93.260782,0,0.0,[],5.0,
N5000_D64_H100,5000,64,100,PCSR,320.0,10445488.68,10.44548868,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 10443400.0, ""predicted_ms"": 10.4434}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 2088.68, ""predicted_ms"": 0.00208868}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 10443400.0, ""measured_ns"": 298942297.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 2088.68, ""measured_ns"": 36090.0}]",10445490.0,10475450.0,29964.42,,,175.771083,0.030311,175.801394,1,2770882.0,"[{""graph"": ""0x194e9240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N5000_D64_H100,5000,64,100,DP,220.0,8527888.68,8.52788868,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 8525800.0, ""predicted_ms"": 8.5258}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 2088.68, ""predicted_ms"": 0.00208868}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 8525800.0, ""measured_ns"": 193837292.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 2088.68, ""measured_ns"": 38831.0}]",8527889.0,8557853.0,29964.42,,,74.420098,0.033773,74.453871,1,2156529.0,"[{""graph"": ""0x10a3e240"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N50000_D2_H10,50000,2,10,CSR,110.0,6832177.7,6.8321777,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 6608200.0, ""predicted_ms"": 6.6082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 223977.7, ""predicted_ms"": 0.2239777}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 6608200.0, ""measured_ns"": 98432254.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 223977.733, ""measured_ns"": 1388037.0}]",6832178.0,6832178.0,0.0,,,50.536918,1.386674,51.923592,0,0.0,[],5.0,
N50000_D2_H10,50000,2,10,PCSR,110.0,6608341.752,6.608341752,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 6608200.0, ""predicted_ms"": 6.6082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 141.752, ""predicted_ms"": 0.000141752}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 6608200.0, ""measured_ns"": 96558891.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 141.752, ""measured_ns"": 2517.0}]",6608342.0,6629317.0,20975.67,,,55.919793,0.001767,55.92156,1,3179101.0,"[{""graph"": ""0xe4a85f0"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N50000_D2_H10,50000,2,10,DP,90.0,6832177.7,6.8321777,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 6608200.0, ""predicted_ms"": 6.6082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 223977.7, ""predicted_ms"": 0.2239777}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 6608200.0, ""measured_ns"": 83566459.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 223977.733, ""measured_ns"": 1333316.0}]",6832178.0,6629317.0,-202860.3,,,42.771105,1.332492,44.103597,0,0.0,[],5.0,
N50000_D2_H100,50000,2,100,CSR,870.0,68321777.0,68.321777,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 66082000.0, ""predicted_ms"": 66.082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 2239777.0, ""predicted_ms"": 2.239777}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 66082000.0, ""measured_ns"": 847813478.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 2239777.33, ""measured_ns"": 12966381.0}]",68321780.0,68321780.0,0.0,,,439.875927,12.960022,452.835949,0,0.0,[],5.0,
N50000_D2_H100,50000,2,100,PCSR,1080.0,66083417.52,66.08341752,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 66082000.0, ""predicted_ms"": 66.082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1417.52, ""predicted_ms"": 0.00141752}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 66082000.0, ""measured_ns"": 1065280733.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 1417.52, ""measured_ns"": 16469.0}]",66083420.0,66104390.0,20975.67,,,618.550673,0.011244,618.561917,1,4199866.0,"[{""graph"": ""0x2845b5f0"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N50000_D2_H100,50000,2,100,DP,860.0,68321777.0,68.321777,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 66082000.0, ""predicted_ms"": 66.082}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 2239777.0, ""predicted_ms"": 2.239777}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 66082000.0, ""measured_ns"": 835551473.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 2239777.33, ""measured_ns"": 12882566.0}]",68321780.0,66104390.0,-2217384.0,,,426.287907,12.87638,439.164287,0,0.0,[],5.0,
N50000_D16_H10,50000,16,10,CSR,240.0,7758506.0,7.758506,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 7087600.0, ""predicted_ms"": 7.0876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 670906.0, ""predicted_ms"": 0.670906}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 7087600.0, ""measured_ns"": 179693505.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 670905.952, ""measured_ns"": 8248024.0}]",7758506.0,7758506.0,0.0,,,109.587657,8.246432,117.834089,0,0.0,[],5.0,
N50000_D16_H10,50000,16,10,PCSR,270.0,7567151.34,7.56715134,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 7567000.0, ""predicted_ms"": 7.567}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 151.34, ""predicted_ms"": 0.00015134}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 7567000.0, ""measured_ns"": 217539211.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 151.34, ""measured_ns"": 3785.0}]",7567151.0,7651048.0,83896.92,,,152.224881,0.002987,152.227868,1,8177929.0,"[{""graph"": ""0x24733c50"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N50000_D16_H10,50000,16,10,DP,220.0,7758506.0,7.758506,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 7087600.0, ""predicted_ms"": 7.0876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 670906.0, ""predicted_ms"": 0.670906}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 7087600.0, ""measured_ns"": 163104004.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 670905.952, ""measured_ns"": 7164848.0}]",7758506.0,7171648.0,-586857.7,,,101.902205,7.163039,109.065244,0,0.0,[],5.0,
N50000_D16_H100,50000,16,100,CSR,1630.0,77585060.0,77.58506,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 70876000.0, ""predicted_ms"": 70.876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 6709060.0, ""predicted_ms"": 6.70906}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 70876000.0, ""measured_ns"": 1503845796.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 6709059.52, ""measured_ns"": 75186277.0}]",77585060.0,77585060.0,0.0,,,939.101951,75.171763,1014.273714,0,0.0,[],5.0,
N50000_D16_H100,50000,16,100,PCSR,2100.0,75671513.4,75.67151340000001,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 75670000.0, ""predicted_ms"": 75.67}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 1513.4, ""predicted_ms"": 0.0015134}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 75670000.0, ""measured_ns"": 2041370142.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 1513.4, ""measured_ns"": 20564.0}]",75671510.0,75755410.0,83896.92,,,1395.469092,0.015736,1395.484828,1,9405828.0,"[{""graph"": ""0x1cd82c50"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
N50000_D16_H100,50000,16,100,DP,1620.0,77585060.0,77.58506,,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 70876000.0, ""predicted_ms"": 70.876}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 100, ""execCount"": 1.0, ""predicted_ns"": 6709060.0, ""predicted_ms"": 6.70906}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 70876000.0, ""measured_ns"": 1482850758.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 6709059.52, ""measured_ns"": 82629871.0}]",77585060.0,70961410.0,-6623649.0,,,918.930832,82.607727,1001.538559,0,0.0,[],5.0,
N50000_D64_H10,50000,64,10,CSR,560.0,10729097.0,10.729097,CSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 8525800.0, ""predicted_ms"": 8.5258}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 2203297.0, ""predicted_ms"": 2.203297}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 8525800.0, ""measured_ns"": 313765237.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""CSR"", ""visits"": 1, ""predicted_ns"": 2203297.216, ""measured_ns"": 40021373.0}]",10729100.0,10729100.0,0.0,,,187.729697,40.015512,227.745209,0,0.0,[],5.0,
N50000_D64_H10,50000,64,10,PCSR,650.0,10443608.868,10.443608868,PCSR,2,"[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 10443400.0, ""predicted_ms"": 10.4434}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""totalOps"": 10, ""execCount"": 1.0, ""predicted_ns"": 208.868, ""predicted_ms"": 0.000208868}]","[{""region"": 0, ""kind"": ""Traverse"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 10443400.0, ""measured_ns"": 406237424.0}, {""region"": 1, ""kind"": ""Insert"", ""layout"": ""PCSR"", ""visits"": 1, ""predicted_ns"": 208.868, ""measured_ns"": 5030.0}]",10443610.0,10743240.0,299626.9,,,289.632708,0.004309,289.637017,1,34844706.0,"[{""graph"": ""0x30df96e0"", ""from"": ""CSR"", ""to"": ""PCSR""}]",5.0,
